    187,        19.8169,        18.3126,        17.4683,        16.3923,        15.2142,        14.0429,        12.3989,        10.4487,         8.7409,         7.2410,         5.9006
    188,        20.1793,        18.5644,        17.4559,        16.3407,        15.2155,        14.0868,        12.4580,        10.5026,         8.7871,         7.2765,         5.9236
    189,        19.9527,        18.3040,        17.3634,        16.3178,        15.2208,        14.1166,        12.5097,        10.5554,         8.8326,         7.3116,         5.9468
    190,        21.5994,        18.7536,        17.4070,        16.2956,        15.2183,        14.1390,        12.5548,        10.6059,         8.8773,         7.3464,         5.9703
    191,        23.2848,        19.3771,        17.6545,        16.3740,        15.2437,        14.1616,        12.5944,        10.6537,         8.9210,         7.3809,         5.9939
    192,        21.0180,        19.5158,        18.0138,        16.5651,        15.3254,        14.2029,        12.6331,        10.6991,         8.9635,         7.4150,         6.0177
    193,        23.5831,        19.5449,        17.9649,        16.6602,        15.4258,        14.2698,        12.6774,        10.7430,         9.0048,         7.4487,         6.0417
    194,        23.9322,        20.3305,        18.3454,        16.8073,        15.5140,        14.3398,        12.7281,        10.7871,         9.0452,         7.4819,         6.0658
    195,        23.5316,        20.4689,        18.6386,        17.0290,        15.6487,        14.4245,        12.7842,        10.8321,         9.0849,         7.5147,         6.0901
    196,        23.7891,        20.6610,        18.8305,        17.2152,        15.7955,        14.5279,        12.8484,        10.8788,         9.1245,         7.5472,         6.1146
    197,        22.4988,        20.3377,        18.8782,        17.3585,        15.9341,        14.6385,        12.9209,        10.9282,         9.1643,         7.5796,         6.1391
    198,        24.0718,        20.5493,        18.8797,        17.4178,        16.0366,        14.7431,        12.9985,        10.9807,         9.2048,         7.6119,         6.1638
    199,        24.9420,        21.1191,        19.1445,        17.5414,        16.1311,        14.8351,        13.0766,        11.0357,         9.2462,         7.6445,         6.1887
    200,        25.7573,        21.6655,        19.4923,        17.7450,        16.2601,        14.9320,        13.1543,        11.0925,         9.2887,         7.6773,         6.2136
    201,        24.2711,        21.5311,        19.7131,        17.9681,        16.4211,        15.0462,        13.2353,        11.1508,         9.3322,         7.7106,         6.2387
